6.258216,6.265207,6.274141,6.284991,6.29783,6.312613,6.329421,6.348256,6.369146,6.392121,6.417233,6.444519,6.474,4.26214,3.550155,3.359568,3.18943,3.037215,2.899594,2.774217,2.660056,2.55578,2.459519,2.370812,2.289708,2.214348,2.14421,2.078582,2.089847,2.112471,2.136249,2.161228,2.187482,2.215056,2.244032,2.274475,2.306464,2.340094,2.375454,2.41264,2.451772,2.492964,2.536349,2.582078,2.630291,2.681717,2.735863,2.793296,2.853749,2.917882,2.986161,3.058183,3.134802,3.216764,3.30306,3.396484,3.495292,3.602039,3.716324,3.838539,3.971695,4.114484,4.268627,4.438407,4.622425,4.82316,5.042784,5.288116,5.559809,5.860828,6.198605,6.57988,7.011476,7.50553,8.081045,8.725444,9.14402,9.114956,9.088809,9.065589,9.045229,9.027691,9.012971,8.233606,7.175869,7.009696,6.958569,6.954647,6.993352,7.111532,8.098838,9.004509,9.017346,9.032935,9.051353,9.072626,9.09678,9.123846,9.153866,9.186879,9.222965,9.262178,9.304544,9.350187,9.39915,9.451509,9.507376,9.566841,9.630005,9.697002,9.767917,9.842872,9.922056,10.005588,10.093652,10.186415,10.284045,10.386778,10.494781,10.608344,10.727701,10.853084,10.984867,11.12328,11.268723,11.421537,11.582112,11.750916,15.878895,17.039618,16.71821,16.414896,16.127796,15.85392,15.594944,15.347248,15.113345,14.890987,14.679441,14.478178,14.286666,14.104367,13.930878,13.765749,13.608549,13.458986,13.316682,13.181317,13.052651,12.930317,12.814166,12.703905,12.599302,12.500225,12.406427,12.317758,12.234045,12.155127,12.080892,12.011158,11.945873,11.884915,11.828137,11.775475,11.726829,11.682117,11.641295,11.604287,11.570999,11.541436,11.515512,11.493182,11.474439,11.459249,11.447586,11.439384,11.434737,11.433522,11.435843,11.441622, ,0,0,0,0
6.262561,6.270404,6.280199,6.291912,6.305627,6.321292,6.338996,6.358743,6.380557,6.40447,6.43054,6.458806,4.502171,3.66176,3.458311,3.277389,3.115448,2.970218,2.838641,2.718548,2.609013,2.50881,2.416177,2.330703,2.252449,2.179658,2.111846,2.081496,2.101487,2.124635,2.148962,2.174514,2.201372,2.229579,2.259221,2.290367,2.323096,2.357508,2.393697,2.43176,2.471823,2.514004,2.558442,2.605295,2.654708,2.70737,2.762889,2.821801,2.883838,2.949685,3.019824,3.093849,3.172643,3.25699,3.345853,3.442134,3.544036,3.65423,3.772307,3.898706,4.036576,4.184583,4.344562,4.521034,4.712586,4.921873,5.151257,5.408069,5.693106,6.009693,6.365912,6.769256,7.227443,7.754045,8.370604,9.014472,9.129261,9.101508,9.076648,9.054703,9.0356,9.019304,9.005817,8.152602,7.064272,6.981221,6.953522,6.968244,7.03397,8.037147,8.99701,9.008271,9.022339,9.03916,9.058826,9.081359,9.10679,9.135153,9.166487,9.200835,9.238282,9.278885,9.322665,9.369761,9.42021,9.474087,9.531517,9.592593,9.657413,9.726121,9.7988,9.875574,9.956647,10.042136,10.132234,10.227112,10.326941,10.43197,10.542363,10.658427,10.780406,10.908526,11.043193,11.184626,11.333255,11.489423,11.65353,12.481572,17.223196,16.893948,16.58009,16.283821,16.003323,15.735666,15.482527,15.240607,15.011881,14.794419,14.587502,14.390623,14.203272,14.024924,13.855195,13.693651,13.539863,13.393565,13.254383,13.122009,12.996215,12.876629,12.763129,12.655418,12.553268,12.456565,12.365059,12.278608,12.197044,12.120213,12.048005,11.980239,11.916876,11.857796,11.802849,11.751976,11.705087,11.662095,11.622967,11.587626,11.555975,11.528031,11.503709,11.482962,11.465788,11.452157,11.442044,11.43538,11.432276,11.432593,11.436456,11.443774, ,0.171133,0,0.15402,0.000001
6.271128,6.280569,6.291978,6.305313,6.320678,6.338002,6.357397,6.378858,6.402416,6.428103,6.455985,4.638279,3.689582,3.482204,3.297904,3.133197,2.985101,2.85173,2.730466,2.619425,2.517848,2.424675,2.338326,2.25847,2.185184,2.116887,2.084745,2.100218,2.123189,2.147337,2.172713,2.199362,2.227376,2.256795,2.287716,2.320209,2.35436,2.390278,2.428061,2.467814,2.509673,2.553765,2.600239,2.649269,2.701006,2.756226,2.814417,2.876211,2.941343,3.010537,3.084318,3.162271,3.245339,3.334378,3.428303,3.530228,3.638257,3.755292,3.88091,4.015652,4.162949,4.321421,4.49314,4.683124,4.889946,5.116631,5.365952,5.646346,5.95894,6.307861,6.702645,7.152469,7.667136,8.263552,8.938305,9.131054,9.102783,9.077456,9.05498,9.035398,9.018631,9.004645,8.203773,7.088764,6.985227,6.950535,6.958451,7.014521,8.015211,8.992013,9.002745,9.016292,9.032667,9.051804,9.073813,9.09872,9.126557,9.157361,9.191173,9.228041,9.268061,9.311292,9.357751,9.407595,9.460859,9.517623,9.578022,9.642156,9.710127,9.782094,9.858134,9.938378,10.023057,10.112282,10.206269,10.305192,10.409234,10.518657,10.633635,10.754502,10.881511,11.014899,11.155112,11.302366,11.457131,11.619769,11.790706,17.28001,16.947176,16.632347,16.332043,16.048397,15.779703,15.523186,15.280499,15.048431,14.829016,14.620373,14.421793,14.232822,14.052987,13.881775,13.718847,13.56379,13.416187,13.275809,13.142294,13.015347,12.894773,12.780189,12.671514,12.568447,12.470772,12.378403,12.291083,12.208691,12.131063,12.058049,11.989559,11.925402,11.865567,11.809941,11.758363,11.71079,11.667135,11.627317,11.591315,11.559058,11.530437,11.505497,11.484141,11.46633,11.452071,11.441342,11.434115,11.430316,11.43009,11.433271,11.440016,11.450213, ,0.343439,0.000001,0.309094,0.000002
6.285641,6.297455,6.311268,6.32702,6.344845,6.364649,6.386572,6.410604,6.436778,6.46513,4.702723,3.625521,3.425232,3.246089,3.085681,2.941367,2.810816,2.692587,2.584576,2.485236,2.394002,2.310014,2.231915,2.159464,2.098374,2.086317,2.10845,2.131719,2.15616,2.181849,2.208842,2.237186,2.266987,2.298285,2.33119,2.365777,2.40214,2.440403,2.480676,2.52307,2.567742,2.614832,2.664505,2.716962,2.772364,2.831613,2.894044,2.96042,3.030482,3.105024,3.184637,3.268897,3.358845,3.455461,3.557585,3.668684,3.786701,3.914938,4.052951,4.201464,4.364394,4.540304,4.731688,4.944449,5.177165,5.433556,5.717165,6.038491,6.399365,6.805528,7.269374,7.803535,8.422223,9.129008,9.119679,9.092032,9.067331,9.045527,9.026521,9.010382,8.997019,8.218096,7.047981,6.969341,6.945054,6.963192,7.032744,8.012465,8.989085,9.000443,9.01453,9.031466,9.05127,9.073853,9.099355,9.127803,9.159235,9.193694,9.231225,9.271875,9.315762,9.362952,9.413446,9.467444,9.524966,9.586102,9.651004,9.719781,9.792543,9.869472,9.950638,10.03618,10.126371,10.221318,10.321266,10.426399,10.536916,10.653105,10.775148,10.903429,11.038215,11.179752,11.328565,11.484852,11.649158,11.905341,17.205263,16.874691,16.56303,16.267977,15.986301,15.720051,15.467671,15.226571,14.998375,14.779774,14.573311,14.376952,14.190005,14.012085,13.842761,13.681547,13.528165,13.382222,13.243313,13.111277,12.985753,12.866474,12.753284,12.64578,12.543948,12.447478,12.356164,12.269966,12.188615,12.112014,12.040012,11.972467,11.909307,11.850331,11.79557,11.744914,11.698193,11.655383,11.616407,11.581186,11.54972,11.521939,11.497727,11.477163,11.46014,11.446617,11.436628,11.430151,11.427165,11.42758,11.431595,11.439,11.450001,11.464464, ,0.516899,0.000001,0.465208,0.000003
6.308838,6.323819,6.340845,6.359834,6.380961,6.404098,6.429428,6.456931,4.90158,3.69092,3.481464,3.29517,3.129195,2.979373,2.844111,2.721508,2.609826,2.508034,2.414526,2.328088,2.248337,2.174608,2.105777,2.081708,2.10345,2.126306,2.15032,2.17556,2.202062,2.229919,2.25919,2.289926,2.322256,2.356215,2.391936,2.429501,2.469019,2.510633,2.55447,2.600655,2.649374,2.700786,2.755086,2.81251,2.87324,2.9382,3.006816,3.079896,3.157194,3.239613,3.327847,3.421466,3.521663,3.629618,3.744058,3.869017,4.002191,4.147527,4.304565,4.474349,4.661603,4.864832,5.08727,5.336342,5.610728,5.915407,6.255378,6.644982,7.087567,7.592212,8.177074,8.862138,9.107451,9.096082,9.070219,9.047229,9.02713,9.009879,8.995364,8.357317,7.100308,6.980856,6.939734,6.941391,6.989421,7.146948,8.103052,8.988811,9.001871,9.017664,9.036202,9.057649,9.082026,9.109216,9.139395,9.172598,9.208868,9.248252,9.290801,9.336572,9.385704,9.438268,9.494261,9.553921,9.617261,9.684379,9.755458,9.830619,9.909981,9.993757,10.082008,10.17489,10.272729,10.375628,10.48388,10.597681,10.717248,10.842919,10.97488,11.113585,11.259329,11.412372,11.573349,11.742439,14.634877,16.99991,16.683626,16.380316,16.094007,15.822701,15.563437,15.318172,15.085521,14.863095,14.652494,14.450702,14.260012,14.07864,13.905915,13.741529,13.585108,13.436189,13.294562,13.159866,13.031713,12.910008,12.794403,12.684658,12.580663,12.481996,12.38872,12.30051,12.217176,12.138737,12.064906,11.995616,11.930723,11.870104,11.813709,11.761325,11.713027,11.668716,11.628208,11.591508,11.558541,11.529238,11.503621,11.481627,11.463126,11.448241,11.436852,11.428922,11.42451,11.423601,11.426177,11.432131,11.441735,11.454715,11.471353,11.491471, ,0.691495,0.000002,0.622345,0.000004
6.343356,6.362245,6.383246,6.406251,6.431488,6.458782,5.003559,3.678543,3.468982,3.283161,3.116782,2.967081,2.832324,2.709543,2.59776,2.495666,2.402004,2.31607,2.236678,2.162899,2.098142,2.084708,2.106423,2.129241,2.153235,2.178447,2.204927,2.232755,2.261974,2.292692,2.324977,2.358886,2.394579,2.432086,2.471573,2.513128,2.556887,2.603018,2.651673,2.702998,2.757219,2.81453,2.875165,2.939413,3.007489,3.080354,3.157562,3.239994,3.327429,3.420935,3.521367,3.62829,3.743139,3.8674,3.999658,4.14481,4.300211,4.470833,4.656224,4.857994,5.0822,5.327348,5.59798,5.904187,6.245039,6.627911,7.060686,7.565206,8.148441,8.821319,9.118786,9.089859,9.063808,9.040659,9.020365,9.002872,8.98822,8.510634,7.096152,6.975211,6.932385,6.932245,6.977641,7.118746,8.046914,8.979983,8.992762,9.008285,9.026744,9.04797,9.071978,9.098979,9.129004,9.161894,9.197877,9.236997,9.279302,9.324846,9.373688,9.425893,9.481633,9.54099,9.603943,9.670792,9.741536,9.816283,9.895261,9.978605,10.066442,10.159035,10.256432,10.358801,10.466556,10.579787,10.698859,10.823978,10.955391,11.093495,11.2385,11.390947,11.55117,11.719458,15.255144,17.019352,16.700716,16.395811,16.110443,15.836432,15.577466,15.331841,15.096886,14.874444,14.663301,14.461301,14.269987,14.086503,13.913192,13.748375,13.591395,13.44203,13.299965,13.164753,13.036266,12.914173,12.798091,12.688019,12.583597,12.484632,12.391056,12.302425,12.218892,12.140109,12.065903,11.996361,11.93117,11.870299,11.813615,11.761019,11.712474,11.667758,11.626999,11.590107,11.556882,11.527356,11.501472,11.479157,11.46047,11.445351,11.433648,11.425546,11.420898,11.419681,11.421983,11.427791,11.437098,11.449773,11.466176,11.485959,11.509489,11.536542, ,0.868302,0.000002,0.781471,0.000005
6.384588,6.40745,6.432504,6.459615,5.059048,3.671455,3.460854,3.27401,3.10727,2.957702,2.822396,2.699518,2.587983,2.485587,2.391718,2.305448,2.225832,2.15238,2.093683,2.08679,2.108449,2.131192,2.155121,2.180252,2.206675,2.234435,2.263589,2.29423,2.326409,2.360253,2.395841,2.433237,2.472635,2.51406,2.557721,2.603712,2.652201,2.703384,2.757447,2.814563,2.875004,2.939008,3.006859,3.078914,3.15543,3.237564,3.324749,3.418097,3.517425,3.62401,3.73892,3.861732,3.994193,4.138205,4.292192,4.462193,4.645167,4.847485,5.068766,5.311481,5.583606,5.883811,6.218682,6.602427,7.035118,7.528212,8.094777,8.7376,9.113413,9.084096,9.057802,9.034464,9.013912,8.996196,8.981277,8.73114,7.094903,6.970982,6.925212,6.922205,6.963677,7.083841,7.956454,8.970653,8.983199,8.998511,9.016593,9.037457,9.061342,9.088041,9.117576,9.150207,9.18597,9.224669,9.266585,9.311769,9.360273,9.412165,9.467508,9.526378,9.588982,9.655411,9.725631,9.800004,9.878519,9.961293,10.048603,10.140599,10.237426,10.33939,10.446533,10.559045,10.677422,10.80175,10.932471,11.069812,11.214044,11.365643,11.524841,11.692286,16.624701,17.047432,16.725359,16.419844,16.132011,15.856271,15.597886,15.349527,15.114578,14.891579,14.678101,14.475883,14.283861,14.10006,13.925983,13.759457,13.601748,13.451832,13.309057,13.173284,13.044237,12.921492,12.804981,12.694405,12.589379,12.489991,12.395869,12.306852,12.222921,12.143601,12.06913,11.999138,11.933465,11.872262,11.815192,11.762258,11.713332,11.668331,11.627246,11.589833,11.556276,11.526491,11.50026,11.47765,11.458607,11.443067,11.431111,11.422689,11.417631,11.416176,11.41816,11.42356,11.432499,11.444971,11.460972,11.480353,11.503558,11.530167,11.560632,11.594687, ,1.046084,0.000003,0.941475,0.000006
6.432692,6.459635,5.096486,3.666451,3.454274,3.267417,3.09988,2.949516,2.81394,2.691194,2.579211,2.476737,2.383075,2.296539,2.216748,2.143026,2.076741,2.088017,2.1096,2.132311,2.156159,2.181186,2.207512,2.235155,2.264223,2.294764,2.326842,2.36057,2.396003,2.433297,2.472535,2.513799,2.557319,2.603117,2.65145,2.702421,2.756239,2.813133,2.873335,2.937044,3.004597,3.076284,3.152455,3.233549,3.319883,3.412833,3.511737,3.617974,3.731426,3.853643,3.985971,4.128033,4.281986,4.450305,4.631248,4.832398,5.05025,5.293151,5.56091,5.857362,6.193357,6.568076,6.991456,7.484423,8.049402,8.705297,9.108405,9.078876,9.052322,9.028543,9.007723,8.989799,8.974591,8.962169,7.09214,6.967699,6.918474,6.912195,6.948758,7.059034,7.852525,8.961338,8.973554,8.98857,9.006391,9.02702,9.050466,9.076747,9.106152,9.138434,9.173624,9.21203,9.253697,9.298389,9.346442,9.397913,9.452867,9.511375,9.573517,9.639374,9.70919,9.783072,9.860968,9.943312,10.030076,10.121396,10.217593,10.318847,10.425315,10.537354,10.655001,10.778472,10.908353,11.044729,11.188141,11.338822,11.497089,11.663496,12.98376,17.080429,16.755459,16.450542,16.159395,15.882913,15.622085,15.371981,15.137401,14.911731,14.698093,14.495228,14.300913,14.116794,13.941923,13.774493,13.615963,13.463878,13.320343,13.183999,13.054202,12.930868,12.813774,12.702495,12.597031,12.497105,12.40233,12.31287,12.228342,12.148621,12.073718,12.003139,11.937199,11.875498,11.817899,11.764607,11.715262,11.669893,11.628384,11.590669,11.556756,11.526385,11.499791,11.476895,11.457465,11.441597,11.429242,11.420346,11.415012,11.413198,11.414716,11.419854,11.428434,11.440439,11.456021,11.475182,11.497921,11.524073,11.554164,11.587703,11.625232,11.666433, ,1.225979,0.000004,1.103382,0.000006
5.126106,3.664696,3.451026,3.262801,3.094013,2.943624,2.807365,2.68392,2.571672,2.469266,2.375188,2.288547,2.208898,2.134912,2.077938,2.089516,2.111012,2.133619,2.157376,2.182365,2.208593,2.23611,2.265058,2.295452,2.327427,2.361031,2.39634,2.433485,2.472535,2.513669,2.556986,2.602582,2.650733,2.70146,2.755077,2.811697,2.871584,2.935003,3.002244,3.073547,3.14932,3.229929,3.315805,3.407496,3.505395,3.611055,3.723913,3.845589,3.976068,4.117256,4.270886,4.436667,4.617325,4.816138,5.031207,5.272261,5.535271,5.83147,6.161096,6.530221,6.954216,7.433547,7.983968,8.638224,9.062018,9.074082,9.047177,9.023165,9.002054,8.983632,8.968122,8.955464,7.311869,6.966101,6.911867,6.902158,6.934104,7.033375,7.701723,8.952052,8.963943,8.978534,8.995972,9.016259,9.039404,9.065415,9.094309,9.126106,9.161147,9.199149,9.240145,9.284496,9.332257,9.383154,9.437575,9.495589,9.557272,9.622704,9.691973,9.765178,9.842598,9.924356,10.010385,10.101192,10.196743,10.297189,10.402905,10.514099,10.63094,10.753853,10.882863,11.018218,11.160607,11.310117,11.467399,11.632703,11.806394,16.744673,16.789478,16.481674,16.187862,15.911838,15.647928,15.397098,15.16021,14.932899,14.719558,14.514189,14.319667,14.13491,13.957879,13.790127,13.63081,13.478266,13.333901,13.195789,13.065207,12.941301,12.823417,12.711538,12.605474,12.504806,12.409589,12.319568,12.234343,12.154162,12.078618,12.007629,11.941228,11.878897,11.821029,11.767197,11.717276,11.671533,11.629575,11.591459,11.557077,11.52639,11.49941,11.475864,11.456039,11.439859,11.427076,11.417813,11.412036,11.409687,11.4109,11.415639,11.423693,11.435407,11.450583,11.469212,11.491474,11.51738,11.546935,11.579951,11.617047,11.657655,11.702405,11.750936, ,1.407882,0.000004,1.267096,0.000007
3.452043,3.261751,3.091711,2.940128,2.802738,2.679168,2.566257,2.463177,2.368791,2.282134,2.202059,2.127918,2.08373,2.091373,2.112782,2.135268,2.15892,2.183786,2.209905,2.237376,2.266206,2.296451,2.328276,2.3617,2.396882,2.433877,2.472771,2.513718,2.556803,2.602236,2.65013,2.700605,2.753989,2.810299,2.869927,2.932992,2.999832,3.070754,3.146124,3.226232,3.31158,3.402628,3.499918,3.604134,3.71578,3.83673,3.966385,4.10677,4.25803,4.422551,4.602606,4.798071,5.012467,5.250237,5.509367,5.80267,6.125561,6.493641,6.908082,7.37879,7.928687,8.561283,9.099982,9.069864,9.042603,9.01826,8.996759,8.978086,8.96226,8.949051,7.734462,6.972688,6.909196,6.892933,6.9187,7.005261,7.505337,8.942889,8.954309,8.96864,8.98571,9.005516,9.028227,9.053853,9.082403,9.113897,9.148354,9.185801,9.226628,9.270517,9.317507,9.368013,9.422099,9.479451,9.540519,9.605377,9.674116,9.746828,9.823614,9.904582,9.990058,10.080176,10.174862,10.274699,10.379642,10.489868,10.605809,10.727706,10.855752,10.990432,11.131774,11.280057,11.43609,11.59996,12.859428,17.153858,16.826218,16.514158,16.22151,15.942699,15.676268,15.425711,15.18589,14.957807,14.742221,14.535245,14.340905,14.153738,13.976414,13.807989,13.646584,13.493667,13.348486,13.209501,13.078076,12.952682,12.833996,12.721533,12.614643,12.513357,12.417521,12.326715,12.241042,12.16027,12.08399,12.01252,11.94543,11.882677,11.824315,11.769804,11.71961,11.673279,11.630692,11.59218,11.55732,11.526193,11.498695,11.474813,11.454568,11.43767,11.424453,11.41485,11.408595,11.405837,11.406557,11.410694,11.41841,11.429673,11.444255,11.462557,11.484361,11.50966,11.538671,11.571407,11.607884,11.647896,11.692145,11.739989,11.792156,11.848233, ,1.591688,0.000005,1.432524,0.000008
